"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Lincoln","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","1","0.014","Federal"
"Lincoln","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","0","0","Federal"
"Lincoln","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","0","0","Federal"
"Lincoln","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","15","0.21","Federal"
"Lincoln","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","7","0.098","Federal"
"Lincoln","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","3","0.042","Federal"
"Lincoln","United States President/Vice President","WRITE-IN"," ","37","0.5179","Federal"
"Lincoln","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","1889","26.9588","Federal"
"Lincoln","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","5099","72.7701","Federal"
"Lincoln","United States U.S. Senator","WRITE-IN"," ","19","0.2712","Federal"
"Lincoln","CONGRESSIONAL DISTRICT 5 U.S. Representative","Michael Baumgartner","(Prefers Republican Party)","5609","79.4251","Congressional"
"Lincoln","CONGRESSIONAL DISTRICT 5 U.S. Representative","Carmela Conroy","(Prefers Democratic Party)","1442","20.4191","Congressional"
"Lincoln","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","11","0.1558","Congressional"
"Lincoln","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","1591","22.4369","State Executive"
"Lincoln","Washington State Governor","Dave Reichert","(Prefers Republican Party)","5472","77.1682","State Executive"
"Lincoln","Washington State Governor","WRITE-IN"," ","28","0.3949","State Executive"
"Lincoln","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","1483","21.1585","State Executive"
"Lincoln","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","5512","78.6417","State Executive"
"Lincoln","Washington State Lt. Governor","WRITE-IN"," ","14","0.1997","State Executive"
"Lincoln","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","1625","23.3544","State Executive"
"Lincoln","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","5322","76.4875","State Executive"
"Lincoln","Washington State Secretary of State","WRITE-IN"," ","11","0.1581","State Executive"
"Lincoln","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","1600","23.1047","State Executive"
"Lincoln","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","5320","76.8231","State Executive"
"Lincoln","Washington State State Treasurer","WRITE-IN"," ","5","0.0722","State Executive"
"Lincoln","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","1595","23.0325","State Executive"
"Lincoln","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","5321","76.8375","State Executive"
"Lincoln","Washington State State Auditor","WRITE-IN"," ","9","0.13","State Executive"
"Lincoln","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","5437","78.5126","State Executive"
"Lincoln","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","1482","21.4007","State Executive"
"Lincoln","Washington State Attorney General","WRITE-IN"," ","6","0.0866","State Executive"
"Lincoln","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","5642","81.4494","State Executive"
"Lincoln","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","1274","18.3918","State Executive"
"Lincoln","Washington State Commissioner of Public Lands","WRITE-IN"," ","11","0.1588","State Executive"
"Lincoln","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","1978","32.4262","State Executive"
"Lincoln","Washington State Superintendent of Public Instruction","David Olson"," ","4081","66.9016","State Executive"
"Lincoln","Washington State Superintendent of Public Instruction","WRITE-IN"," ","41","0.6721","State Executive"
"Lincoln","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","1516","22.1379","State Executive"
"Lincoln","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","5323","77.7307","State Executive"
"Lincoln","Washington State Insurance Commissioner","WRITE-IN"," ","9","0.1314","State Executive"
"Lincoln","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","5700","97.6027","Legislative"
"Lincoln","Legislative District 9 State Senator","WRITE-IN"," ","140","2.3973","Legislative"
"Lincoln","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers GOP Party)","5426","80.1122","Legislative"
"Lincoln","Legislative District 9 State Representative Pos. 1","Patrick Miller","(Prefers Democratic Party)","1323","19.5334","Legislative"
"Lincoln","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","24","0.3543","Legislative"
"Lincoln","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers Republican Party)","5455","79.3801","Legislative"
"Lincoln","Legislative District 9 State Representative Pos. 2","Pam Kohlmeier","(Prefers Democratic Party)","1408","20.4889","Legislative"
"Lincoln","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","9","0.131","Legislative"
"Lincoln","Lincoln County Commissioner District No. 1","Jo M Gilchrist","(Prefers Republican Party)","5810","98.2747","County"
"Lincoln","Lincoln County Commissioner District No. 1","WRITE-IN"," ","102","1.7253","County"
"Lincoln","Lincoln County Commissioner District No. 2","Scott M. Hutsell","(Prefers Republican Party)","5789","97.9029","County"
"Lincoln","Lincoln County Commissioner District No. 2","WRITE-IN"," ","124","2.0971","County"
"Lincoln","SUPREME COURT Justice Position #02","Sal Mungia"," ","1403","23.7555","Judicial"
"Lincoln","SUPREME COURT Justice Position #02","Dave Larson"," ","4466","75.618","Judicial"
"Lincoln","SUPREME COURT Justice Position #02","WRITE-IN"," ","37","0.6265","Judicial"
"Lincoln","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","4834","97.7158","Judicial"
"Lincoln","SUPREME COURT Justice Position #08","WRITE-IN"," ","113","2.2842","Judicial"
"Lincoln","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","4748","97.0366","Judicial"
"Lincoln","SUPREME COURT Justice Position #09","WRITE-IN"," ","145","2.9634","Judicial"
"Lincoln","Court of Appeals, Division 3, District 1 Judge Position 1","John O. Cooney"," ","4901","98.1968","Judicial"
"Lincoln","Court of Appeals, Division 3, District 1 Judge Position 1","WRITE-IN"," ","90","1.8032","Judicial"
"Lincoln","Lincoln Superior Court SUPERIOR COURT JUDGE","Adam Walser"," ","4410","69.0033","Judicial"
"Lincoln","Lincoln Superior Court SUPERIOR COURT JUDGE","Victoria S Iverson"," ","1954","30.5742","Judicial"
"Lincoln","Lincoln Superior Court SUPERIOR COURT JUDGE","WRITE-IN"," ","27","0.4225","Judicial"
"Lincoln","PUBLIC UTILITY DIST 1 COMMISSIONER NO. 2","John R. Zeimantz"," ","4900","97.8825","Public Utility"
"Lincoln","PUBLIC UTILITY DIST 1 COMMISSIONER NO. 2","WRITE-IN"," ","106","2.1175","Public Utility"
"Lincoln","PARK/REC DISTRICT 3 Proposition No. 1","Yes"," ","1093","60.022","Park and Recreation"
"Lincoln","PARK/REC DISTRICT 3 Proposition No. 1","No"," ","728","39.978","Park and Recreation"
"Mason","Washington State Initiative Measure No. 2066","Yes"," ","20032","56.4155","State Executive"
"Mason","Washington State Initiative Measure No. 2066","No"," ","15476","43.5845","State Executive"
"Mason","Washington State Initiative Measure No. 2109","Yes"," ","14618","40.829","State Executive"
"Mason","Washington State Initiative Measure No. 2109","No"," ","21185","59.171","State Executive"
"Mason","Washington State Initiative Measure No. 2117","Yes"," ","16275","45.7291","State Executive"
"Mason","Washington State Initiative Measure No. 2117","No"," ","19315","54.2709","State Executive"
"Mason","Washington State Initiative Measure No. 2124","Yes"," ","16511","46.7178","State Executive"
"Mason","Washington State Initiative Measure No. 2124","No"," ","18831","53.2822","State Executive"
"Mason","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","17215","46.9214","Federal"
"Mason","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","18127","49.4072","Federal"
"Mason","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","673","1.8343","Federal"
"Mason","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","185","0.5042","Federal"
"Mason","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","46","0.1254","Federal"
"Mason","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","6","0.0164","Federal"
"Mason","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","7","0.0191","Federal"
"Mason","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","164","0.447","Federal"
"Mason","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","37","0.1008","Federal"
"Mason","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","42","0.1145","Federal"
"Mason","United States President/Vice President","WRITE-IN"," ","187","0.5097","Federal"
"Mason","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","17593","49.3908","Federal"
"Mason","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","17865","50.1544","Federal"
"Mason","United States U.S. Senator","WRITE-IN"," ","162","0.4548","Federal"
"Mason","CONGRESSIONAL DISTRICT 6 U.S. Representative","Emily Randall","(Prefers Democratic Party)","15468","43.7889","Congressional"
"Mason","CONGRESSIONAL DISTRICT 6 U.S. Representative","Drew C MacEwen","(Prefers Republican Party)","19794","56.0356","Congressional"
"Mason","CONGRESSIONAL DISTRICT 6 U.S. Representative","WRITE-IN"," ","62","0.1755","Congressional"
"Mason","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","16173","44.6324","State Executive"
"Mason","Washington State Governor","Dave Reichert","(Prefers Republican Party)","19942","55.0337","State Executive"
"Mason","Washington State Governor","WRITE-IN"," ","121","0.3339","State Executive"
"Mason","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","16490","46.2955","State Executive"
"Mason","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","19078","53.5613","State Executive"
"Mason","Washington State Lt. Governor","WRITE-IN"," ","51","0.1432","State Executive"
"Mason","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","17067","48.1642","State Executive"
"Mason","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","18311","51.6749","State Executive"
"Mason","Washington State Secretary of State","WRITE-IN"," ","57","0.1609","State Executive"
"Mason","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","16464","46.6773","State Executive"
"Mason","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","18764","53.198","State Executive"
"Mason","Washington State State Treasurer","WRITE-IN"," ","44","0.1247","State Executive"
"Mason","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","16848","47.7754","State Executive"
"Mason","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","18374","52.1027","State Executive"
"Mason","Washington State State Auditor","WRITE-IN"," ","43","0.1219","State Executive"
"Mason","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","19139","54.0619","State Executive"
"Mason","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","16210","45.7884","State Executive"
"Mason","Washington State Attorney General","WRITE-IN"," ","53","0.1497","State Executive"
"Mason","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","19599","55.6758","State Executive"
"Mason","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","15518","44.0827","State Executive"
"Mason","Washington State Commissioner of Public Lands","WRITE-IN"," ","85","0.2415","State Executive"
"Mason","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","12875","42.4329","State Executive"
"Mason","Washington State Superintendent of Public Instruction","David Olson"," ","17204","56.7003","State Executive"
"Mason","Washington State Superintendent of Public Instruction","WRITE-IN"," ","263","0.8668","State Executive"
"Mason","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","16089","46.3286","State Executive"
"Mason","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","18588","53.5245","State Executive"
"Mason","Washington State Insurance Commissioner","WRITE-IN"," ","51","0.1469","State Executive"
"Mason","Legislative District 35 State Representative Pos. 1","Dan Griffey","(Prefers Republican Party)","25326","94.8575","Legislative"
"Mason","Legislative District 35 State Representative Pos. 1","WRITE-IN"," ","1373","5.1425","Legislative"
"Mason","Legislative District 35 State Representative Pos. 2","Travis Couture","(Prefers Republican Party)","20373","58.629","Legislative"
"Mason","Legislative District 35 State Representative Pos. 2","James DeHart","(Prefers Democratic Party)","14328","41.2328","Legislative"
"Mason","Legislative District 35 State Representative Pos. 2","WRITE-IN"," ","48","0.1381","Legislative"
"Mason","Mason County Commissioner District No. 1","Randy Neatherlin","(Prefers Independent Party)","18967","55.0263","County"
"Mason","Mason County Commissioner District No. 1","William &quot;Will&quot; Harris","(Prefers Republican Party)","15295","44.3732","County"
"Mason","Mason County Commissioner District No. 1","WRITE-IN"," ","207","0.6005","County"
"Mason","Mason County Commissioner District No. 2","Tom Beben","(States No Party Preference)","15911","47.0768","County"
"Mason","Mason County Commissioner District No. 2","Pat Tarzwell","(Prefers Republican Party)","17762","52.5534","County"
"Mason","Mason County Commissioner District No. 2","WRITE-IN"," ","125","0.3698","County"
